Seed_ID,Raw_Row_ID,Claim_ID,Column_Name,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution
SEED-01124,26232,CLM026232,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01125,16588,CLM016588,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01126,74071,CLM074071,Claim_Status,Inconsistent Claim Status,Medium,Awaiting docs,Awaiting Documents,Mapped to the controlled status vocabulary
SEED-01127,40660,CLM040660,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01128,52383,CLM052383,Claim_Status,Inconsistent Claim Status,Medium,OPEN,Open,Mapped to the controlled status vocabulary
SEED-01129,52386,CLM052386,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01130,55890,CLM055890,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01131,25286,CLM025286,Claim_Status,Inconsistent Claim Status,Medium,under investigation,Under Investigation,Mapped to the controlled status vocabulary
SEED-01132,28030,CLM028030,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01133,12443,CLM012443,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01134,627,CLM000627,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01135,70433,CLM070433,Claim_Status,Inconsistent Claim Status,Medium,OPEN,Open,Mapped to the controlled status vocabulary
SEED-01136,45451,CLM045451,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01137,5332,CLM005332,Claim_Status,Inconsistent Claim Status,Medium,under investigation,Under Investigation,Mapped to the controlled status vocabulary
SEED-01138,67043,CLM067043,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01139,70994,CLM070994,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01140,67135,CLM067135,Claim_Status,Inconsistent Claim Status,Medium,assessment,Assessment,Mapped to the controlled status vocabulary
SEED-01141,55757,CLM055757,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01142,29006,CLM029006,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01143,17255,CLM017255,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01144,39172,CLM039172,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01145,47882,CLM047882,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01146,74441,CLM074441,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01147,56502,CLM056502,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01148,46654,CLM046654,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01149,71430,CLM071430,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01150,22340,CLM022340,Claim_Status,Inconsistent Claim Status,Medium,under investigation,Under Investigation,Mapped to the controlled status vocabulary
SEED-01151,24482,CLM024482,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01152,13160,CLM013160,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01153,29639,CLM029639,Claim_Status,Inconsistent Claim Status,Medium,Awaiting docs,Awaiting Documents,Mapped to the controlled status vocabulary
SEED-01154,71051,CLM071051,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01155,28450,CLM028450,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01156,57455,CLM057455,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01157,203,CLM000203,Claim_Status,Inconsistent Claim Status,Medium,APPROVED,Approved,Mapped to the controlled status vocabulary
SEED-01158,67315,CLM067315,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01159,16063,CLM016063,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01160,30346,CLM030346,Claim_Status,Inconsistent Claim Status,Medium,Awaiting supplier,Awaiting Supplier,Mapped to the controlled status vocabulary
SEED-01161,64408,CLM064408,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01162,51401,CLM051401,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01163,14645,CLM014645,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01164,62937,CLM062937,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01165,23814,CLM023814,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01166,43971,CLM043971,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01167,37309,CLM037309,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01168,61608,CLM061608,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01169,40614,CLM040614,Claim_Status,Inconsistent Claim Status,Medium,Awaiting supplier,Awaiting Supplier,Mapped to the controlled status vocabulary
SEED-01170,36901,CLM036901,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01171,63202,CLM063202,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01172,11754,CLM011754,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01173,43098,CLM043098,Claim_Status,Inconsistent Claim Status,Medium,Awaiting supplier,Awaiting Supplier,Mapped to the controlled status vocabulary
SEED-01174,64501,CLM064501,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01175,41187,CLM041187,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01176,74628,CLM074628,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01177,533,CLM000533,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01178,2069,CLM002069,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01179,49494,CLM049494,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01180,27271,CLM027271,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01181,53894,CLM053894,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01182,19863,CLM019863,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01183,65950,CLM065950,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01184,6994,CLM006994,Claim_Status,Inconsistent Claim Status,Medium,Awaiting supplier,Awaiting Supplier,Mapped to the controlled status vocabulary
SEED-01185,45491,CLM045491,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01186,46220,CLM046220,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01187,26833,CLM026833,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01188,26862,CLM026862,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01189,15570,CLM015570,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01190,13260,CLM013260,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01191,15160,CLM015160,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01192,45629,CLM045629,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01193,31581,CLM031581,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01194,58194,CLM058194,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01195,28428,CLM028428,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01196,66407,CLM066407,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01197,61009,CLM061009,Claim_Status,Inconsistent Claim Status,Medium,APPROVED,Approved,Mapped to the controlled status vocabulary
SEED-01198,46143,CLM046143,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01199,61250,CLM061250,Claim_Status,Inconsistent Claim Status,Medium,OPEN,Open,Mapped to the controlled status vocabulary
SEED-01200,62679,CLM062679,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01201,9108,CLM009108,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01202,10421,CLM010421,Claim_Status,Inconsistent Claim Status,Medium,OPEN,Open,Mapped to the controlled status vocabulary
SEED-01203,67813,CLM067813,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01204,67538,CLM067538,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01205,41938,CLM041938,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01206,39429,CLM039429,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01207,26957,CLM026957,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01208,8654,CLM008654,Claim_Status,Inconsistent Claim Status,Medium,APPROVED,Approved,Mapped to the controlled status vocabulary
SEED-01209,14779,CLM014779,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01210,69707,CLM069707,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01211,944,CLM000944,Claim_Status,Inconsistent Claim Status,Medium,APPROVED,Approved,Mapped to the controlled status vocabulary
SEED-01212,48016,CLM048016,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01213,72545,CLM072545,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01214,55426,CLM055426,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01215,52830,CLM052830,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01216,2576,CLM002576,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01217,47689,CLM047689,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01218,21578,CLM021578,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01219,48130,CLM048130,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01220,60118,CLM060118,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01221,47794,CLM047794,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01222,29746,CLM029746,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01223,70339,CLM070339,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01224,13920,CLM013920,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01225,7155,CLM007155,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01226,12342,CLM012342,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01227,26595,CLM026595,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01228,67499,CLM067499,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01229,41555,CLM041555,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01230,19220,CLM019220,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01231,66364,CLM066364,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01232,41334,CLM041334,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01233,25913,CLM025913,Claim_Status,Inconsistent Claim Status,Medium,APPROVED,Approved,Mapped to the controlled status vocabulary
SEED-01234,2688,CLM002688,Claim_Status,Inconsistent Claim Status,Medium,Awaiting docs,Awaiting Documents,Mapped to the controlled status vocabulary
SEED-01235,66937,CLM066937,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01236,72824,CLM072824,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01237,17762,CLM017762,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01238,31167,CLM031167,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01239,19758,CLM019758,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01240,27657,CLM027657,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01241,42339,CLM042339,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01242,37230,CLM037230,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01243,69909,CLM069909,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01244,61525,CLM061525,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01245,48901,CLM048901,Claim_Status,Inconsistent Claim Status,Medium,APPROVED,Approved,Mapped to the controlled status vocabulary
SEED-01246,20916,CLM020916,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01247,57411,CLM057411,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01248,16352,CLM016352,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01249,9905,CLM009905,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01250,33553,CLM033553,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01251,1523,CLM001523,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01252,68823,CLM068823,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01253,54637,CLM054637,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01254,41135,CLM041135,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01255,5258,CLM005258,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01256,25788,CLM025788,Claim_Status,Inconsistent Claim Status,Medium,OPEN,Open,Mapped to the controlled status vocabulary
SEED-01257,27749,CLM027749,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01258,43196,CLM043196,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01259,52019,CLM052019,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01260,13915,CLM013915,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01261,42718,CLM042718,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01262,31495,CLM031495,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01263,26174,CLM026174,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01264,1864,CLM001864,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01265,61638,CLM061638,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01266,636,CLM000636,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01267,59913,CLM059913,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01268,20046,CLM020046,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01269,41265,CLM041265,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01270,67042,CLM067042,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01271,27201,CLM027201,Claim_Status,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
SEED-01272,72144,CLM072144,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01273,4995,CLM004995,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01274,38322,CLM038322,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01275,69536,CLM069536,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01276,62832,CLM062832,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01277,38902,CLM038902,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01278,53554,CLM053554,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01279,62720,CLM062720,Claim_Status,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
SEED-01280,31336,CLM031336,Claim_Status,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
SEED-01281,41820,CLM041820,Report_Date,Incorrect Date Ordering,Critical,2025-03-30,2025-04-05,Restored the original report date after the loss date
SEED-01282,34595,CLM034595,Report_Date,Incorrect Date Ordering,Critical,2024-07-25,2024-08-01,Restored the original report date after the loss date
SEED-01283,30034,CLM030034,Report_Date,Incorrect Date Ordering,Critical,2024-03-17,2024-03-23,Restored the original report date after the loss date
SEED-01284,39273,CLM039273,Report_Date,Incorrect Date Ordering,Critical,2025-11-10,2025-11-14,Restored the original report date after the loss date
SEED-01285,40885,CLM040885,Report_Date,Incorrect Date Ordering,Critical,2024-05-03,2024-05-05,Restored the original report date after the loss date
SEED-01286,65952,CLM065952,Report_Date,Incorrect Date Ordering,Critical,2023-12-31,2024-01-01,Restored the original report date after the loss date
SEED-01287,45074,CLM045074,Report_Date,Incorrect Date Ordering,Critical,2026-06-27,2026-06-30,Restored the original report date after the loss date
SEED-01288,18425,CLM018425,Report_Date,Incorrect Date Ordering,Critical,2024-09-16,2024-09-21,Restored the original report date after the loss date
SEED-01289,30180,CLM030180,Report_Date,Incorrect Date Ordering,Critical,2025-05-10,2025-05-15,Restored the original report date after the loss date
SEED-01290,39356,CLM039356,Report_Date,Incorrect Date Ordering,Critical,2025-12-01,2025-12-08,Restored the original report date after the loss date
SEED-01291,45949,CLM045949,Report_Date,Incorrect Date Ordering,Critical,2026-06-11,2026-06-18,Restored the original report date after the loss date
SEED-01292,37427,CLM037427,Report_Date,Incorrect Date Ordering,Critical,2026-01-02,2026-01-03,Restored the original report date after the loss date
SEED-01293,55237,CLM055237,Report_Date,Incorrect Date Ordering,Critical,2025-08-04,2025-08-09,Restored the original report date after the loss date
SEED-01294,55938,CLM055938,Report_Date,Incorrect Date Ordering,Critical,2024-09-18,2024-09-23,Restored the original report date after the loss date
SEED-01295,40297,CLM040297,Report_Date,Incorrect Date Ordering,Critical,2024-01-10,2024-01-17,Restored the original report date after the loss date
SEED-01296,50746,CLM050746,Report_Date,Incorrect Date Ordering,Critical,2024-12-12,2024-12-14,Restored the original report date after the loss date
SEED-01297,66970,CLM066970,Report_Date,Incorrect Date Ordering,Critical,2026-01-06,2026-01-12,Restored the original report date after the loss date
SEED-01298,71946,CLM071946,Report_Date,Incorrect Date Ordering,Critical,2025-09-03,2025-09-08,Restored the original report date after the loss date
SEED-01299,14107,CLM014107,Report_Date,Incorrect Date Ordering,Critical,2024-10-23,2024-10-30,Restored the original report date after the loss date
SEED-01300,18942,CLM018942,Report_Date,Incorrect Date Ordering,Critical,2025-10-10,2025-10-15,Restored the original report date after the loss date
SEED-01301,14996,CLM014996,Report_Date,Incorrect Date Ordering,Critical,2024-04-19,2024-04-22,Restored the original report date after the loss date
SEED-01302,18775,CLM018775,Report_Date,Incorrect Date Ordering,Critical,2025-11-30,2025-12-03,Restored the original report date after the loss date
SEED-01303,5115,CLM005115,Report_Date,Incorrect Date Ordering,Critical,2026-07-22,2026-07-26,Restored the original report date after the loss date
SEED-01304,7309,CLM007309,Report_Date,Incorrect Date Ordering,Critical,2025-07-26,2025-07-30,Restored the original report date after the loss date
SEED-01305,35034,CLM035034,Report_Date,Incorrect Date Ordering,Critical,2025-11-09,2025-11-13,Restored the original report date after the loss date
SEED-01306,68162,CLM068162,Report_Date,Incorrect Date Ordering,Critical,2024-06-28,2024-07-03,Restored the original report date after the loss date
SEED-01307,52614,CLM052614,Report_Date,Incorrect Date Ordering,Critical,2025-12-25,2025-12-26,Restored the original report date after the loss date
SEED-01308,44442,CLM044442,Report_Date,Incorrect Date Ordering,Critical,2025-07-07,2025-07-10,Restored the original report date after the loss date
SEED-01309,62981,CLM062981,Report_Date,Incorrect Date Ordering,Critical,2026-01-20,2026-01-24,Restored the original report date after the loss date
SEED-01310,36888,CLM036888,Report_Date,Incorrect Date Ordering,Critical,2026-08-27,2026-08-31,Restored the original report date after the loss date
SEED-01311,36482,CLM036482,Report_Date,Incorrect Date Ordering,Critical,2026-04-29,2026-05-01,Restored the original report date after the loss date
SEED-01312,70735,CLM070735,Report_Date,Incorrect Date Ordering,Critical,2024-01-07,2024-01-10,Restored the original report date after the loss date
SEED-01313,7704,CLM007704,Report_Date,Incorrect Date Ordering,Critical,2025-11-17,2025-11-19,Restored the original report date after the loss date
SEED-01314,64485,CLM064485,Report_Date,Incorrect Date Ordering,Critical,2025-01-16,2025-01-19,Restored the original report date after the loss date
SEED-01315,56276,CLM056276,Report_Date,Incorrect Date Ordering,Critical,2025-09-25,2025-09-29,Restored the original report date after the loss date
SEED-01316,58944,CLM058944,Report_Date,Incorrect Date Ordering,Critical,2024-09-07,2024-09-13,Restored the original report date after the loss date
SEED-01317,64791,CLM064791,Report_Date,Incorrect Date Ordering,Critical,2025-08-04,2025-08-08,Restored the original report date after the loss date
SEED-01318,21359,CLM021359,Report_Date,Incorrect Date Ordering,Critical,2025-06-02,2025-06-07,Restored the original report date after the loss date
SEED-01319,53348,CLM053348,Report_Date,Incorrect Date Ordering,Critical,2026-08-12,2026-08-16,Restored the original report date after the loss date
SEED-01320,4225,CLM004225,Report_Date,Incorrect Date Ordering,Critical,2025-07-15,2025-07-17,Restored the original report date after the loss date
SEED-01321,14014,CLM014014,Report_Date,Incorrect Date Ordering,Critical,2026-03-20,2026-03-28,Restored the original report date after the loss date
SEED-01322,69727,CLM069727,Report_Date,Incorrect Date Ordering,Critical,2025-11-03,2025-11-06,Restored the original report date after the loss date
SEED-01323,63085,CLM063085,Report_Date,Incorrect Date Ordering,Critical,2026-01-31,2026-02-03,Restored the original report date after the loss date
SEED-01324,12069,CLM012069,Report_Date,Incorrect Date Ordering,Critical,2025-01-28,2025-02-06,Restored the original report date after the loss date
SEED-01325,17644,CLM017644,Report_Date,Incorrect Date Ordering,Critical,2026-04-22,2026-04-27,Restored the original report date after the loss date
SEED-01326,47773,CLM047773,Report_Date,Incorrect Date Ordering,Critical,2025-12-04,2025-12-07,Restored the original report date after the loss date
SEED-01327,23264,CLM023264,Report_Date,Incorrect Date Ordering,Critical,2025-06-14,2025-06-22,Restored the original report date after the loss date
SEED-01328,46920,CLM046920,Report_Date,Incorrect Date Ordering,Critical,2026-08-17,2026-08-18,Restored the original report date after the loss date
SEED-01329,9023,CLM009023,Report_Date,Incorrect Date Ordering,Critical,2026-01-13,2026-01-19,Restored the original report date after the loss date
SEED-01330,54156,CLM054156,Report_Date,Incorrect Date Ordering,Critical,2025-10-19,2025-10-22,Restored the original report date after the loss date
SEED-01331,38018,CLM038018,Report_Date,Incorrect Date Ordering,Critical,2026-08-23,2026-08-29,Restored the original report date after the loss date
SEED-01332,64473,CLM064473,Report_Date,Incorrect Date Ordering,Critical,2025-12-31,2026-01-04,Restored the original report date after the loss date
SEED-01333,56156,CLM056156,Report_Date,Incorrect Date Ordering,Critical,2026-06-01,2026-06-08,Restored the original report date after the loss date
SEED-01334,72394,CLM072394,Report_Date,Incorrect Date Ordering,Critical,2024-08-24,2024-08-29,Restored the original report date after the loss date
SEED-01335,22759,CLM022759,Report_Date,Incorrect Date Ordering,Critical,2026-04-23,2026-04-27,Restored the original report date after the loss date
SEED-01336,51579,CLM051579,Report_Date,Incorrect Date Ordering,Critical,2026-04-04,2026-04-09,Restored the original report date after the loss date
SEED-01337,34993,CLM034993,Report_Date,Incorrect Date Ordering,Critical,2024-10-11,2024-10-17,Restored the original report date after the loss date
SEED-01338,49787,CLM049787,Report_Date,Incorrect Date Ordering,Critical,2026-05-08,2026-05-12,Restored the original report date after the loss date
SEED-01339,61467,CLM061467,Report_Date,Incorrect Date Ordering,Critical,2026-05-19,2026-05-21,Restored the original report date after the loss date
SEED-01340,31390,CLM031390,Report_Date,Incorrect Date Ordering,Critical,2026-07-20,2026-07-26,Restored the original report date after the loss date
SEED-01341,63379,CLM063379,Report_Date,Incorrect Date Ordering,Critical,2026-06-03,2026-06-06,Restored the original report date after the loss date
