Issue_ID,Claim_ID,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution
DQ-01111,CLM072668,Inconsistent Claim Status,Medium,Awaiting docs,Awaiting Documents,Mapped to the controlled status vocabulary
DQ-01112,CLM063787,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01113,CLM073252,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01114,CLM043133,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01115,CLM065714,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01116,CLM000064,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01117,CLM018329,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01118,CLM074365,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01119,CLM061253,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01120,CLM060044,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01121,CLM024794,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01122,CLM044761,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01123,CLM042385,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01124,CLM026232,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01125,CLM016588,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01126,CLM074071,Inconsistent Claim Status,Medium,Awaiting docs,Awaiting Documents,Mapped to the controlled status vocabulary
DQ-01127,CLM040660,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01128,CLM052383,Inconsistent Claim Status,Medium,OPEN,Open,Mapped to the controlled status vocabulary
DQ-01129,CLM052386,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01130,CLM055890,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01131,CLM025286,Inconsistent Claim Status,Medium,under investigation,Under Investigation,Mapped to the controlled status vocabulary
DQ-01132,CLM028030,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01133,CLM012443,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01134,CLM000627,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01135,CLM070433,Inconsistent Claim Status,Medium,OPEN,Open,Mapped to the controlled status vocabulary
DQ-01136,CLM045451,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01137,CLM005332,Inconsistent Claim Status,Medium,under investigation,Under Investigation,Mapped to the controlled status vocabulary
DQ-01138,CLM067043,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01139,CLM070994,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01140,CLM067135,Inconsistent Claim Status,Medium,assessment,Assessment,Mapped to the controlled status vocabulary
DQ-01141,CLM055757,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01142,CLM029006,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01143,CLM017255,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01144,CLM039172,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01145,CLM047882,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01146,CLM074441,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01147,CLM056502,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01148,CLM046654,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01149,CLM071430,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01150,CLM022340,Inconsistent Claim Status,Medium,under investigation,Under Investigation,Mapped to the controlled status vocabulary
DQ-01151,CLM024482,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01152,CLM013160,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01153,CLM029639,Inconsistent Claim Status,Medium,Awaiting docs,Awaiting Documents,Mapped to the controlled status vocabulary
DQ-01154,CLM071051,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01155,CLM028450,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01156,CLM057455,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01157,CLM000203,Inconsistent Claim Status,Medium,APPROVED,Approved,Mapped to the controlled status vocabulary
DQ-01158,CLM067315,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01159,CLM016063,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01160,CLM030346,Inconsistent Claim Status,Medium,Awaiting supplier,Awaiting Supplier,Mapped to the controlled status vocabulary
DQ-01161,CLM064408,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01162,CLM051401,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01163,CLM014645,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01164,CLM062937,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01165,CLM023814,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01166,CLM043971,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01167,CLM037309,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01168,CLM061608,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01169,CLM040614,Inconsistent Claim Status,Medium,Awaiting supplier,Awaiting Supplier,Mapped to the controlled status vocabulary
DQ-01170,CLM036901,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01171,CLM063202,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01172,CLM011754,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01173,CLM043098,Inconsistent Claim Status,Medium,Awaiting supplier,Awaiting Supplier,Mapped to the controlled status vocabulary
DQ-01174,CLM064501,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01175,CLM041187,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01176,CLM074628,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01177,CLM000533,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01178,CLM002069,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01179,CLM049494,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01180,CLM027271,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01181,CLM053894,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01182,CLM019863,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01183,CLM065950,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01184,CLM006994,Inconsistent Claim Status,Medium,Awaiting supplier,Awaiting Supplier,Mapped to the controlled status vocabulary
DQ-01185,CLM045491,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01186,CLM046220,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01187,CLM026833,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01188,CLM026862,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01189,CLM015570,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01190,CLM013260,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01191,CLM015160,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01192,CLM045629,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01193,CLM031581,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01194,CLM058194,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01195,CLM028428,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01196,CLM066407,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01197,CLM061009,Inconsistent Claim Status,Medium,APPROVED,Approved,Mapped to the controlled status vocabulary
DQ-01198,CLM046143,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01199,CLM061250,Inconsistent Claim Status,Medium,OPEN,Open,Mapped to the controlled status vocabulary
DQ-01200,CLM062679,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01201,CLM009108,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01202,CLM010421,Inconsistent Claim Status,Medium,OPEN,Open,Mapped to the controlled status vocabulary
DQ-01203,CLM067813,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01204,CLM067538,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01205,CLM041938,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01206,CLM039429,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01207,CLM026957,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01208,CLM008654,Inconsistent Claim Status,Medium,APPROVED,Approved,Mapped to the controlled status vocabulary
DQ-01209,CLM014779,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01210,CLM069707,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01211,CLM000944,Inconsistent Claim Status,Medium,APPROVED,Approved,Mapped to the controlled status vocabulary
DQ-01212,CLM048016,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01213,CLM072545,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01214,CLM055426,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01215,CLM052830,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01216,CLM002576,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01217,CLM047689,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01218,CLM021578,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01219,CLM048130,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01220,CLM060118,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01221,CLM047794,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01222,CLM029746,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01223,CLM070339,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01224,CLM013920,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01225,CLM007155,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01226,CLM012342,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01227,CLM026595,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01228,CLM067499,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01229,CLM041555,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01230,CLM019220,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01231,CLM066364,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01232,CLM041334,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01233,CLM025913,Inconsistent Claim Status,Medium,APPROVED,Approved,Mapped to the controlled status vocabulary
DQ-01234,CLM002688,Inconsistent Claim Status,Medium,Awaiting docs,Awaiting Documents,Mapped to the controlled status vocabulary
DQ-01235,CLM066937,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01236,CLM072824,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01237,CLM017762,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01238,CLM031167,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01239,CLM019758,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01240,CLM027657,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01241,CLM042339,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01242,CLM037230,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01243,CLM069909,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01244,CLM061525,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01245,CLM048901,Inconsistent Claim Status,Medium,APPROVED,Approved,Mapped to the controlled status vocabulary
DQ-01246,CLM020916,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01247,CLM057411,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01248,CLM016352,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01249,CLM009905,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01250,CLM033553,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01251,CLM001523,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01252,CLM068823,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01253,CLM054637,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01254,CLM041135,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01255,CLM005258,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01256,CLM025788,Inconsistent Claim Status,Medium,OPEN,Open,Mapped to the controlled status vocabulary
DQ-01257,CLM027749,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01258,CLM043196,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01259,CLM052019,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01260,CLM013915,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01261,CLM042718,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01262,CLM031495,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01263,CLM026174,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01264,CLM001864,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01265,CLM061638,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01266,CLM000636,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01267,CLM059913,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01268,CLM020046,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01269,CLM041265,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01270,CLM067042,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01271,CLM027201,Inconsistent Claim Status,Medium,REJECTED,Rejected,Mapped to the controlled status vocabulary
DQ-01272,CLM072144,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01273,CLM004995,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01274,CLM038322,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01275,CLM069536,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01276,CLM062832,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01277,CLM038902,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01278,CLM053554,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01279,CLM062720,Inconsistent Claim Status,Medium,closed,Closed,Mapped to the controlled status vocabulary
DQ-01280,CLM031336,Inconsistent Claim Status,Medium,settled,Settled,Mapped to the controlled status vocabulary
DQ-01281,CLM041820,Incorrect Date Ordering,Critical,2025-03-30,2025-04-05,Restored the original report date after the loss date
DQ-01282,CLM034595,Incorrect Date Ordering,Critical,2024-07-25,2024-08-01,Restored the original report date after the loss date
DQ-01283,CLM030034,Incorrect Date Ordering,Critical,2024-03-17,2024-03-23,Restored the original report date after the loss date
DQ-01284,CLM039273,Incorrect Date Ordering,Critical,2025-11-10,2025-11-14,Restored the original report date after the loss date
DQ-01285,CLM040885,Incorrect Date Ordering,Critical,2024-05-03,2024-05-05,Restored the original report date after the loss date
DQ-01286,CLM065952,Incorrect Date Ordering,Critical,2023-12-31,2024-01-01,Restored the original report date after the loss date
DQ-01287,CLM045074,Incorrect Date Ordering,Critical,2026-06-27,2026-06-30,Restored the original report date after the loss date
DQ-01288,CLM018425,Incorrect Date Ordering,Critical,2024-09-16,2024-09-21,Restored the original report date after the loss date
DQ-01289,CLM030180,Incorrect Date Ordering,Critical,2025-05-10,2025-05-15,Restored the original report date after the loss date
DQ-01290,CLM039356,Incorrect Date Ordering,Critical,2025-12-01,2025-12-08,Restored the original report date after the loss date
DQ-01291,CLM045949,Incorrect Date Ordering,Critical,2026-06-11,2026-06-18,Restored the original report date after the loss date
DQ-01292,CLM037427,Incorrect Date Ordering,Critical,2026-01-02,2026-01-03,Restored the original report date after the loss date
DQ-01293,CLM055237,Incorrect Date Ordering,Critical,2025-08-04,2025-08-09,Restored the original report date after the loss date
DQ-01294,CLM055938,Incorrect Date Ordering,Critical,2024-09-18,2024-09-23,Restored the original report date after the loss date
DQ-01295,CLM040297,Incorrect Date Ordering,Critical,2024-01-10,2024-01-17,Restored the original report date after the loss date
DQ-01296,CLM050746,Incorrect Date Ordering,Critical,2024-12-12,2024-12-14,Restored the original report date after the loss date
DQ-01297,CLM066970,Incorrect Date Ordering,Critical,2026-01-06,2026-01-12,Restored the original report date after the loss date
DQ-01298,CLM071946,Incorrect Date Ordering,Critical,2025-09-03,2025-09-08,Restored the original report date after the loss date
DQ-01299,CLM014107,Incorrect Date Ordering,Critical,2024-10-23,2024-10-30,Restored the original report date after the loss date
DQ-01300,CLM018942,Incorrect Date Ordering,Critical,2025-10-10,2025-10-15,Restored the original report date after the loss date
DQ-01301,CLM014996,Incorrect Date Ordering,Critical,2024-04-19,2024-04-22,Restored the original report date after the loss date
DQ-01302,CLM018775,Incorrect Date Ordering,Critical,2025-11-30,2025-12-03,Restored the original report date after the loss date
DQ-01303,CLM005115,Incorrect Date Ordering,Critical,2026-07-22,2026-07-26,Restored the original report date after the loss date
DQ-01304,CLM007309,Incorrect Date Ordering,Critical,2025-07-26,2025-07-30,Restored the original report date after the loss date
DQ-01305,CLM035034,Incorrect Date Ordering,Critical,2025-11-09,2025-11-13,Restored the original report date after the loss date
DQ-01306,CLM068162,Incorrect Date Ordering,Critical,2024-06-28,2024-07-03,Restored the original report date after the loss date
DQ-01307,CLM052614,Incorrect Date Ordering,Critical,2025-12-25,2025-12-26,Restored the original report date after the loss date
DQ-01308,CLM044442,Incorrect Date Ordering,Critical,2025-07-07,2025-07-10,Restored the original report date after the loss date
DQ-01309,CLM062981,Incorrect Date Ordering,Critical,2026-01-20,2026-01-24,Restored the original report date after the loss date
DQ-01310,CLM036888,Incorrect Date Ordering,Critical,2026-08-27,2026-08-31,Restored the original report date after the loss date
DQ-01311,CLM036482,Incorrect Date Ordering,Critical,2026-04-29,2026-05-01,Restored the original report date after the loss date
DQ-01312,CLM070735,Incorrect Date Ordering,Critical,2024-01-07,2024-01-10,Restored the original report date after the loss date
DQ-01313,CLM007704,Incorrect Date Ordering,Critical,2025-11-17,2025-11-19,Restored the original report date after the loss date
DQ-01314,CLM064485,Incorrect Date Ordering,Critical,2025-01-16,2025-01-19,Restored the original report date after the loss date
DQ-01315,CLM056276,Incorrect Date Ordering,Critical,2025-09-25,2025-09-29,Restored the original report date after the loss date
DQ-01316,CLM058944,Incorrect Date Ordering,Critical,2024-09-07,2024-09-13,Restored the original report date after the loss date
DQ-01317,CLM064791,Incorrect Date Ordering,Critical,2025-08-04,2025-08-08,Restored the original report date after the loss date
DQ-01318,CLM021359,Incorrect Date Ordering,Critical,2025-06-02,2025-06-07,Restored the original report date after the loss date
DQ-01319,CLM053348,Incorrect Date Ordering,Critical,2026-08-12,2026-08-16,Restored the original report date after the loss date
DQ-01320,CLM004225,Incorrect Date Ordering,Critical,2025-07-15,2025-07-17,Restored the original report date after the loss date
DQ-01321,CLM014014,Incorrect Date Ordering,Critical,2026-03-20,2026-03-28,Restored the original report date after the loss date
DQ-01322,CLM069727,Incorrect Date Ordering,Critical,2025-11-03,2025-11-06,Restored the original report date after the loss date
DQ-01323,CLM063085,Incorrect Date Ordering,Critical,2026-01-31,2026-02-03,Restored the original report date after the loss date
DQ-01324,CLM012069,Incorrect Date Ordering,Critical,2025-01-28,2025-02-06,Restored the original report date after the loss date
DQ-01325,CLM017644,Incorrect Date Ordering,Critical,2026-04-22,2026-04-27,Restored the original report date after the loss date
DQ-01326,CLM047773,Incorrect Date Ordering,Critical,2025-12-04,2025-12-07,Restored the original report date after the loss date
DQ-01327,CLM023264,Incorrect Date Ordering,Critical,2025-06-14,2025-06-22,Restored the original report date after the loss date
DQ-01328,CLM046920,Incorrect Date Ordering,Critical,2026-08-17,2026-08-18,Restored the original report date after the loss date
DQ-01329,CLM009023,Incorrect Date Ordering,Critical,2026-01-13,2026-01-19,Restored the original report date after the loss date
DQ-01330,CLM054156,Incorrect Date Ordering,Critical,2025-10-19,2025-10-22,Restored the original report date after the loss date
DQ-01331,CLM038018,Incorrect Date Ordering,Critical,2026-08-23,2026-08-29,Restored the original report date after the loss date
DQ-01332,CLM064473,Incorrect Date Ordering,Critical,2025-12-31,2026-01-04,Restored the original report date after the loss date
DQ-01333,CLM056156,Incorrect Date Ordering,Critical,2026-06-01,2026-06-08,Restored the original report date after the loss date
DQ-01334,CLM072394,Incorrect Date Ordering,Critical,2024-08-24,2024-08-29,Restored the original report date after the loss date
DQ-01335,CLM022759,Incorrect Date Ordering,Critical,2026-04-23,2026-04-27,Restored the original report date after the loss date
DQ-01336,CLM051579,Incorrect Date Ordering,Critical,2026-04-04,2026-04-09,Restored the original report date after the loss date
DQ-01337,CLM034993,Incorrect Date Ordering,Critical,2024-10-11,2024-10-17,Restored the original report date after the loss date
DQ-01338,CLM049787,Incorrect Date Ordering,Critical,2026-05-08,2026-05-12,Restored the original report date after the loss date
DQ-01339,CLM061467,Incorrect Date Ordering,Critical,2026-05-19,2026-05-21,Restored the original report date after the loss date
DQ-01340,CLM031390,Incorrect Date Ordering,Critical,2026-07-20,2026-07-26,Restored the original report date after the loss date
DQ-01341,CLM063379,Incorrect Date Ordering,Critical,2026-06-03,2026-06-06,Restored the original report date after the loss date
DQ-01342,CLM045950,Incorrect Date Ordering,Critical,2024-11-15,2024-11-20,Restored the original report date after the loss date
DQ-01343,CLM020386,Incorrect Date Ordering,Critical,2024-08-10,2024-08-15,Restored the original report date after the loss date
DQ-01344,CLM010452,Incorrect Date Ordering,Critical,2026-08-06,2026-08-15,Restored the original report date after the loss date
DQ-01345,CLM042410,Incorrect Date Ordering,Critical,2026-05-07,2026-05-12,Restored the original report date after the loss date
DQ-01346,CLM063944,Incorrect Date Ordering,Critical,2025-06-17,2025-06-22,Restored the original report date after the loss date
DQ-01347,CLM047956,Incorrect Date Ordering,Critical,2025-01-07,2025-01-09,Restored the original report date after the loss date
DQ-01348,CLM024710,Incorrect Date Ordering,Critical,2025-11-15,2025-11-21,Restored the original report date after the loss date
DQ-01349,CLM045417,Incorrect Date Ordering,Critical,2026-05-22,2026-05-25,Restored the original report date after the loss date
DQ-01350,CLM025954,Incorrect Date Ordering,Critical,2025-11-05,2025-11-12,Restored the original report date after the loss date
DQ-01351,CLM057133,Incorrect Date Ordering,Critical,2026-08-01,2026-08-04,Restored the original report date after the loss date
DQ-01352,CLM071342,Incorrect Date Ordering,Critical,2026-03-30,2026-04-01,Restored the original report date after the loss date
DQ-01353,CLM050244,Incorrect Date Ordering,Critical,2025-08-02,2025-08-08,Restored the original report date after the loss date
DQ-01354,CLM056595,Incorrect Date Ordering,Critical,2025-09-26,2025-09-29,Restored the original report date after the loss date
DQ-01355,CLM018604,Incorrect Date Ordering,Critical,2026-03-25,2026-03-28,Restored the original report date after the loss date
DQ-01356,CLM031983,Incorrect Date Ordering,Critical,2024-03-18,2024-03-22,Restored the original report date after the loss date
DQ-01357,CLM007517,Incorrect Date Ordering,Critical,2025-06-19,2025-06-23,Restored the original report date after the loss date
DQ-01358,CLM011105,Incorrect Date Ordering,Critical,2026-03-24,2026-03-30,Restored the original report date after the loss date
DQ-01359,CLM039322,Incorrect Date Ordering,Critical,2025-11-05,2025-11-08,Restored the original report date after the loss date
DQ-01360,CLM030478,Incorrect Date Ordering,Critical,2026-01-16,2026-01-22,Restored the original report date after the loss date
DQ-01361,CLM050867,Incorrect Date Ordering,Critical,2025-08-28,2025-09-03,Restored the original report date after the loss date
DQ-01362,CLM027093,Incorrect Date Ordering,Critical,2026-07-09,2026-07-14,Restored the original report date after the loss date
DQ-01363,CLM046075,Incorrect Date Ordering,Critical,2026-04-02,2026-04-06,Restored the original report date after the loss date
DQ-01364,CLM016821,Incorrect Date Ordering,Critical,2024-04-18,2024-04-23,Restored the original report date after the loss date
DQ-01365,CLM003557,Incorrect Date Ordering,Critical,2026-01-11,2026-01-17,Restored the original report date after the loss date
DQ-01366,CLM019943,Incorrect Date Ordering,Critical,2025-06-18,2025-06-21,Restored the original report date after the loss date
DQ-01367,CLM033093,Incorrect Date Ordering,Critical,2024-12-08,2024-12-12,Restored the original report date after the loss date
